index	sha	parent	author	email	authoredAt	subject	originalPatch	currentPatch
13	bbbf5f1dd94da64931b95ae8ee236f3509f7b486	b1bf9c5a50cef785d92db184c9bcf5ed2f98af17	SMARK	3222301373@qq.com	2026-04-23T00:33:11+08:00	feat(provider): 添加claudecode提供者支持，集成API密钥和基本URL配置	original/0013-bbbf5f1dd94d.patch	current/0013-bbbf5f1dd94d.patch
14	61bcd2aae67c27fd798e3b32f1e22d09f159bcba	bbbf5f1dd94da64931b95ae8ee236f3509f7b486	SMARK	3222301373@qq.com	2026-04-23T01:25:14+08:00	feat(prompt): 优化请求助手的输入输出统计逻辑，确保在无助手消息时返回零值	original/0014-61bcd2aae67c.patch	current/0014-61bcd2aae67c.patch
15	d302fa6f05a734b420714024b68f27bb14d82f6e	61bcd2aae67c27fd798e3b32f1e22d09f159bcba	SMARK	3222301373@qq.com	2026-04-23T01:35:42+08:00	feat(provider): 更新claudecode提供者以支持动态鉴权模式，优化API密钥和基本URL配置	original/0015-d302fa6f05a7.patch	current/0015-d302fa6f05a7.patch
16	9e14f85c9ad3b23958c2f0d60eed74c37ba42625	d302fa6f05a734b420714024b68f27bb14d82f6e	SMARK	3222301373@qq.com	2026-04-23T03:56:25+08:00	fix: 优化lastStepFinish的计算逻辑，确保在lastSFIdx有效时正确获取step-finish	original/0016-9e14f85c9ad3.patch	current/0016-9e14f85c9ad3.patch
17	59dd32a7c758c2e444681a4e53b5173db1e67543	9e14f85c9ad3b23958c2f0d60eed74c37ba42625	SMARK	3222301373@qq.com	2026-04-23T13:37:07+08:00	feat: add session request usage tracking and management	original/0017-59dd32a7c758.patch	current/0017-59dd32a7c758.patch
18	50eeb8a6c44c088218db403a5fed6d3bb9d039f2	717a03a1b32cd9d6fa91f6ee51e39031cbc1b3ef	SMARK	3222301373@qq.com	2026-04-23T14:20:42+08:00	chore: update version to 1.14.21-smark in package.json	original/0018-50eeb8a6c44c.patch	current/0018-50eeb8a6c44c.patch
19	4b7f10eebc35940f687671defec6bf4603c106c1	50eeb8a6c44c088218db403a5fed6d3bb9d039f2	SMARK	3222301373@qq.com	2026-04-23T14:23:40+08:00	chore: set opencode version to 1.14.20-smark	original/0019-4b7f10eebc35.patch	current/0019-4b7f10eebc35.patch
20	aa6db0f3264f22d5d8ff0dfc11cd6ac2aee11279	4b7f10eebc35940f687671defec6bf4603c106c1	SMARK	3222301373@qq.com	2026-04-23T16:52:36+08:00	feat: 上下文提示词增强 enhance system prompt with environment details and tool usage guidelines	original/0020-aa6db0f3264f.patch	current/0020-aa6db0f3264f.patch
21	b94a79527811d967986a92a4fb8ba572801beebf	aa6db0f3264f22d5d8ff0dfc11cd6ac2aee11279	SMARK	3222301373@qq.com	2026-04-23T20:39:27+08:00	feat: 添加用户输入和请求开销估算功能，优化上下文管理	original/0021-b94a79527811.patch	current/0021-b94a79527811.patch
22	17b46ab162f5c6c6f31a99addc2c8e66dbe59b70	b94a79527811d967986a92a4fb8ba572801beebf	SMARK	3222301373@qq.com	2026-04-23T21:55:27+08:00	feat: 添加 compact 格式化持续时间的功能，优化时间显示	original/0022-17b46ab162f5.patch	current/0022-17b46ab162f5.patch
23	b2b12b0abfcde9a9d7c5a2202c01726b337d3588	17b46ab162f5c6c6f31a99addc2c8e66dbe59b70	SMARK	3222301373@qq.com	2026-04-24T00:30:42+08:00	feat: 添加 extends 字段以支持从现有提供者类型继承模型和默认值，更新相关逻辑，同时添加claude的header	original/0023-b2b12b0abfcd.patch	current/0023-b2b12b0abfcd.patch
24	5a7f139b02d19f1853d788ca59220bdee00ba37e	b2b12b0abfcde9a9d7c5a2202c01726b337d3588	SMARK	3222301373@qq.com	2026-04-24T00:55:58+08:00	feat: 优化输入文本处理和系统块合并逻辑，确保正确插入和保留原有字段	original/0024-5a7f139b02d1.patch	current/0024-5a7f139b02d1.patch
25	634fdbefd22401005a5478b1167ef8b013b2ce44	5a7f139b02d19f1853d788ca59220bdee00ba37e	SMARK	3222301373@qq.com	2026-04-24T01:25:32+08:00	feat: 优化粘贴文本处理逻辑，确保虚拟占位符正确替换为原始内容，修复坐标系统不匹配问题	original/0025-634fdbefd224.patch	current/0025-634fdbefd224.patch
26	13fd8ab5dcbef4509b906cd4f8c6df26de393b57	451d1c940a391672f05460e8ec6c12d2a5b7bfd3	SMARK	3222301373@qq.com	2026-04-25T01:19:00+08:00	fix: 更新完整提示词，以确保工具使用说明的一致性和清晰度，同时增强并行调用	original/0026-13fd8ab5dcbe.patch	current/0026-13fd8ab5dcbe.patch
27	7dc9f1ab534a46ca8ac44d90ea953ba5e2d1b7b5	13fd8ab5dcbef4509b906cd4f8c6df26de393b57	SMARK	3222301373@qq.com	2026-04-25T05:21:20+08:00	refactor: 更新提示词和工具使用说明，增强一致性和清晰度，优化代码执行指导	original/0027-7dc9f1ab534a.patch	current/0027-7dc9f1ab534a.patch
28	ab8ce2ad4405bb591fad947692c69c5a41f38441	7dc9f1ab534a46ca8ac44d90ea953ba5e2d1b7b5	SMARK	3222301373@qq.com	2026-04-25T17:36:39+08:00	feat: 添加Bash输出压缩功能和相关配置	original/0028-ab8ce2ad4405.patch	current/0028-ab8ce2ad4405.patch
29	06d4a50185e4b9bf1e8c1d77c73c89a162bd91d8	ab8ce2ad4405bb591fad947692c69c5a41f38441	SMARK	3222301373@qq.com	2026-04-26T12:19:43+08:00	feat: Enhance OpenCode with new prompt files and improve tool usage guidelines	original/0029-06d4a50185e4.patch	current/0029-06d4a50185e4.patch
30	98ebae3df2dfe5a5d70b49eb34bc0a354a97bf91	06d4a50185e4b9bf1e8c1d77c73c89a162bd91d8	SMARK	3222301373@qq.com	2026-04-26T12:19:57+08:00	fix: 添加Windows平台兼容性修改以解决管道读取乱码问题	original/0030-98ebae3df2df.patch	current/0030-98ebae3df2df.patch
31	6285c0741261794c6c56843af4203e7ef2d51971	4068326c66c267a4f2a1aa5163cdf52467d5d4e5	SMARK	3222301373@qq.com	2026-04-26T12:52:59+08:00	fix: 更新 Flag 模块导入路径以适配上游架构重构	original/0031-6285c0741261.patch	current/0031-6285c0741261.patch
32	b815a5764d5bba724b7fe7245cacf3e4f9b85f56	6285c0741261794c6c56843af4203e7ef2d51971	SMARK	3222301373@qq.com	2026-04-26T16:25:18+08:00	feat: 添加高熵行压缩和增强的诊断上下文收集功能	original/0032-b815a5764d5b.patch	current/0032-b815a5764d5b.patch
33	6dd9afdea412124b2d89300fc17f7f72d6fa1728	b815a5764d5bba724b7fe7245cacf3e4f9b85f56	SMARK	3222301373@qq.com	2026-04-26T17:25:07+08:00	feat: 添加交互式和审查代理，增强权限管理和描述	original/0033-6dd9afdea412.patch	current/0033-6dd9afdea412.patch
34	90b112f8bbf3df2adac64cd488d4b8065ce02f65	6dd9afdea412124b2d89300fc17f7f72d6fa1728	SMARK	3222301373@qq.com	2026-04-26T17:27:08+08:00	fix: 修复计算最终令牌时的输入和总输入逻辑	original/0034-90b112f8bbf3.patch	current/0034-90b112f8bbf3.patch
35	0a3cda97c01a91b6da6ed3bca4b64cb4059de9ee	90b112f8bbf3df2adac64cd488d4b8065ce02f65	SMARK	3222301373@qq.com	2026-04-26T17:50:15+08:00	feat: 更新滚动视图组件，增强可视化和交互性，支持动态展开和收缩	original/0035-0a3cda97c01a.patch	current/0035-0a3cda97c01a.patch
36	1e324d225d2aa0195dec66bcdfa17973f05e7d7d	0a3cda97c01a91b6da6ed3bca4b64cb4059de9ee	SMARK	3222301373@qq.com	2026-04-26T17:54:19+08:00	feat: 增强差异视图，添加行统计信息，优化显示逻辑	original/0036-1e324d225d2a.patch	current/0036-1e324d225d2a.patch
37	20058ecde9366ce2062ba6716fdb385af1defa5a	1e324d225d2aa0195dec66bcdfa17973f05e7d7d	SMARK	3222301373@qq.com	2026-04-27T00:02:54+08:00	feat: 添加 GitHub Actions 工作流以构建和打包 OpenCode CLI 支持 Linux、macOS 和 Windows	original/0037-20058ecde936.patch	current/0037-20058ecde936.patch
38	d870520f12842b16f3fc0df79c13fb26f3bee078	20058ecde9366ce2062ba6716fdb385af1defa5a	SMARK	3222301373@qq.com	2026-04-27T00:09:18+08:00	feat: add multi-platform build workflow with auto-trigger on dev-smark push	original/0038-d870520f1284.patch	current/0038-d870520f1284.patch
39	0e50e973aad35d6a25961ff091a4761cb2f831b6	d870520f12842b16f3fc0df79c13fb26f3bee078	SMARK	3222301373@qq.com	2026-04-27T00:47:41+08:00	fix: add node-gyp dep, setup-node/python/msbuild for Windows build, fix DEB control indent	original/0039-0e50e973aad3.patch	current/0039-0e50e973aad3.patch
40	8f6444e154d0b2a4b7de0762f1a506153a198615	0e50e973aad35d6a25961ff091a4761cb2f831b6	SMARK	3222301373@qq.com	2026-04-27T01:53:03+08:00	fix: 清理构建脚本中的多余空行，优化 Debian 控制文件格式	original/0040-8f6444e154d0.patch	current/0040-8f6444e154d0.patch
41	990ddcb47d3593a59ef7f01b4b9a647453a3e4e6	8f6444e154d0b2a4b7de0762f1a506153a198615	SMARK	3222301373@qq.com	2026-04-27T17:35:15+08:00	feat: 将会话压缩功能的选择处理改为异步，添加加载提示和错误处理	original/0041-990ddcb47d35.patch	current/0041-990ddcb47d35.patch
42	16656033a664c41e9c64e1035367c165c0240940	97452005b1e98a9cb491ea34377b26b8bf5c877f	SMARK	3222301373@qq.com	2026-04-27T21:44:36+08:00	fix: 更新 BashTool 中的配置服务引用，简化代码逻辑	original/0042-16656033a664.patch	current/0042-16656033a664.patch
43	630dd666663c712e3648751860f5372e192750c0	16656033a664c41e9c64e1035367c165c0240940	SMARK	3222301373@qq.com	2026-04-28T02:04:39+08:00	feat: 增加数据集鲁棒性、自动重试机制添加 OPENCODE_DB_DURABLE 标志，更新数据库配置和工具输入缓冲逻辑	original/0043-630dd666663c.patch	current/0043-630dd666663c.patch
44	d653e1fc1bd1ba65be4e5e335ec250a6d6b8ce06	630dd666663c712e3648751860f5372e192750c0	SMARK	3222301373@qq.com	2026-04-28T15:05:28+08:00	feat: enhance tool usage guidance and add context usage tests	original/0044-d653e1fc1bd1.patch	current/0044-d653e1fc1bd1.patch
45	6380ed0b8d9174cff26ed6c6fb3c3cae23f39ced	d653e1fc1bd1ba65be4e5e335ec250a6d6b8ce06	SMARK	3222301373@qq.com	2026-04-28T15:36:54+08:00	feat: 优化文件去重缓存逻辑，添加缓存预热机制和文件读取结果检查	original/0045-6380ed0b8d91.patch	current/0045-6380ed0b8d91.patch
46	f13fd00acfde5be5f76eadee36f16bd053f81397	6380ed0b8d9174cff26ed6c6fb3c3cae23f39ced	SMARK	3222301373@qq.com	2026-04-28T16:23:33+08:00	fix: 修正上下文使用统计中的输出计算逻辑，更新测试用例以反映更改	original/0046-f13fd00acfde.patch	current/0046-f13fd00acfde.patch
47	e6094d52b0a6fbd70b3ed91e8a2002d6209e9d1d	f13fd00acfde5be5f76eadee36f16bd053f81397	SMARK	3222301373@qq.com	2026-04-29T05:03:14+08:00	feat: implement daemon lifecycle management and server lock handling	original/0047-e6094d52b0a6.patch	current/0047-e6094d52b0a6.patch
48	f9d2e647d8b25df9d5355d1b08d8303f19b39859	e6094d52b0a6fbd70b3ed91e8a2002d6209e9d1d	SMARK	3222301373@qq.com	2026-04-29T05:15:38+08:00	feat: 增强工具使用指导，添加 Git 命令安全协议和多工具使用建议	original/0048-f9d2e647d8b2.patch	current/0048-f9d2e647d8b2.patch
49	90c84e172f41649fcb46016f68a569dbf29e4eb6	f9d2e647d8b25df9d5355d1b08d8303f19b39859	SMARK	3222301373@qq.com	2026-04-29T21:23:27+08:00	fix: 调整工具超时和过期设置，优化工具定义处理逻辑，增强错误处理	original/0049-90c84e172f41.patch	current/0049-90c84e172f41.patch
50	f40e2d36955293ae69ffe25f5bd7e447a089c9cf	90c84e172f41649fcb46016f68a569dbf29e4eb6	SMARK	3222301373@qq.com	2026-04-29T23:01:27+08:00	feat: 更新摘要模板，增强用户目标和约束的描述，优化输出结构和内容要求	original/0050-f40e2d369552.patch	current/0050-f40e2d369552.patch
51	841752f540b7c49254012b2692d386f97a2b661e	f40e2d36955293ae69ffe25f5bd7e447a089c9cf	SMARK	3222301373@qq.com	2026-04-29T23:20:40+08:00	fix: 更新构建账单头块的注释，优化占位符替换机制，调整工具使用部分的输出顺序	original/0051-841752f540b7.patch	current/0051-841752f540b7.patch
52	a6e3b3cdafde155ac721edcd71761b17bcc254d2	841752f540b7c49254012b2692d386f97a2b661e	SMARK	3222301373@qq.com	2026-04-30T01:15:25+08:00	fix: 修复 TUI 命令的环境变量代理处理逻辑，增强代码可读性	original/0052-a6e3b3cdafde.patch	current/0052-a6e3b3cdafde.patch
53	e3bbe56b86ac91610f8c236be5d305238cb42bb1	a6e3b3cdafde155ac721edcd71761b17bcc254d2	SMARK	3222301373@qq.com	2026-04-30T01:24:00+08:00	fix: 优化会话初始化逻辑，防止异步消息加载和面板重挂导致的模型选择重置	original/0053-e3bbe56b86ac.patch	current/0053-e3bbe56b86ac.patch
54	d09a5763d22f2d1b88ef44f79758fa4991855c80	7b02b31352507651b8030be5b2f148b3ea79058b	SMARK	3222301373@qq.com	2026-04-30T03:14:38+08:00	fix: post-merge test and code fixes	original/0054-d09a5763d22f.patch	current/0054-d09a5763d22f.patch
55	0a0eb2e94edc650d854c7256b14024a86484a6db	d09a5763d22f2d1b88ef44f79758fa4991855c80	SMARK	3222301373@qq.com	2026-04-30T03:59:36+08:00	fix: PowerShell UTF-8 output encoding on Windows	original/0055-0a0eb2e94edc.patch	current/0055-0a0eb2e94edc.patch
56	0734b2e81cc31e8d2e7494b6d1f0621918ca1442	0a0eb2e94edc650d854c7256b14024a86484a6db	SMARK	3222301373@qq.com	2026-04-30T14:05:19+08:00	fix: 更新版本号至 1.14.29，优化环境变量处理逻辑，增强插件预热功能	original/0056-0734b2e81cc3.patch	current/0056-0734b2e81cc3.patch
57	3a94dd4d099119d33a83c3449bf6df4e9f04dfe9	0734b2e81cc31e8d2e7494b6d1f0621918ca1442	SMARK	3222301373@qq.com	2026-04-30T16:01:30+08:00	fix: 添加会话状态检查以优化待处理消息逻辑	original/0057-3a94dd4d0991.patch	current/0057-3a94dd4d0991.patch
58	dbfd53e1cd5209e0992d9596b616eccaa6e5edc4	3a94dd4d099119d33a83c3449bf6df4e9f04dfe9	SMARK2022	3222301373@qq.com	2026-04-30T16:59:01+08:00	fix: 强制使用 Unicode 宽度表以解决 macOS 上 CJK 字符渲染问题	original/0058-dbfd53e1cd52.patch	current/0058-dbfd53e1cd52.patch
59	1efc5c8a2a1e5aaa1d2dd994c1013f3ffd2a0a1f	dbfd53e1cd5209e0992d9596b616eccaa6e5edc4	SMARK2022	3222301373@qq.com	2026-04-30T17:10:34+08:00	fix: add sharp as an optional dependency and improve type handling in media.ts	original/0059-1efc5c8a2a1e.patch	current/0059-1efc5c8a2a1e.patch
60	2e51523e5589cf87a0746956b3731d2dcc2834f5	1efc5c8a2a1e5aaa1d2dd994c1013f3ffd2a0a1f	SMARK2022	3222301373@qq.com	2026-04-30T19:34:58+08:00	fix: 强制使用 Unicode 宽度表并优化 macOS 上终端尺寸初始化逻辑	original/0060-2e51523e5589.patch	current/0060-2e51523e5589.patch
61	145dea7da6aed419a05aa676f107aa772871f3f9	2e51523e5589cf87a0746956b3731d2dcc2834f5	SMARK	3222301373@qq.com	2026-05-01T18:43:25+08:00	fix: 优化可用缓冲区计算逻辑，确保更合理的默认值处理	original/0061-145dea7da6ae.patch	current/0061-145dea7da6ae.patch
62	40e2013bd43e7db9a2239274987344dd8e542845	145dea7da6aed419a05aa676f107aa772871f3f9	SMARK	3222301373@qq.com	2026-05-01T18:50:56+08:00	fix: 添加守护进程启动和服务器选举超时常量，并更新相关逻辑	original/0062-40e2013bd43e.patch	current/0062-40e2013bd43e.patch
63	1f2d2e958b69d489c747d7f8428c5d3c5ace4441	bd13be213c12783d46d91ed86cddac86aac99030	SMARK	3222301373@qq.com	2026-05-02T00:20:05+08:00	feat: 添加请求使用情况相关的 API 处理逻辑和数据结构	original/0063-1f2d2e958b69.patch	current/0063-1f2d2e958b69.patch
64	b4bf93f8cbcdead7b42b08afbfbb5975817b2624	1f2d2e958b69d489c747d7f8428c5d3c5ace4441	SMARK	3222301373@qq.com	2026-05-02T04:50:55+08:00	feat: 优化 token 估算逻辑，支持从服务端获取实时输入 token 估算	original/0064-b4bf93f8cbcd.patch	current/0064-b4bf93f8cbcd.patch
65	8304c6752cef943e70fe3a7b091489bd09a8448f	b4bf93f8cbcdead7b42b08afbfbb5975817b2624	SMARK	3222301373@qq.com	2026-05-02T19:25:40+08:00	fix: 更新最大字节数限制，从 51200 调整为 24576，以优化内存使用	original/0065-8304c6752cef.patch	current/0065-8304c6752cef.patch
66	59b83d40cd60dbd69c1c15bab5cc3456a5c629b9	8304c6752cef943e70fe3a7b091489bd09a8448f	SMARK	3222301373@qq.com	2026-05-02T21:04:10+08:00	fix: 将最大行数限制从 2000 调整为 1000，以优化工具输出的处理	original/0066-59b83d40cd60.patch	current/0066-59b83d40cd60.patch
67	a6b9a6a56d923b157ef8ffdcd034db20c8e92f51	59b83d40cd60dbd69c1c15bab5cc3456a5c629b9	SMARK	3222301373@qq.com	2026-05-03T05:18:54+08:00	feat: 添加父代理权限过滤逻辑，以增强任务会话的权限管理	original/0067-a6b9a6a56d92.patch	current/0067-a6b9a6a56d92.patch
68	43455e508d78993636072cb51a04f46334851f3e	a6b9a6a56d923b157ef8ffdcd034db20c8e92f51	SMARK	3222301373@qq.com	2026-05-03T14:19:42+08:00	feat: 优化助手消息组件，添加可展开的推理部分预览功能	original/0068-43455e508d78.patch	current/0068-43455e508d78.patch
69	d34ed37bb4c4fe5f522d3cec54f4a816b7a74bad	43455e508d78993636072cb51a04f46334851f3e	SMARK	3222301373@qq.com	2026-05-03T23:06:39+08:00	feat: 增加notebook的IDE运行时功能	original/0069-d34ed37bb4c4.patch	current/0069-d34ed37bb4c4.patch
70	efae0086f40675a15b49a586166ff46f2d8626f2	d34ed37bb4c4fe5f522d3cec54f4a816b7a74bad	SMARK	3222301373@qq.com	2026-05-03T23:19:48+08:00	feat: 整个IDE侧插件sdk结构重构，构建tools	original/0070-efae0086f406.patch	current/0070-efae0086f406.patch
71	d95dc89b856dd480e6a74c5445d22d75a3a009f4	efae0086f40675a15b49a586166ff46f2d8626f2	SMARK	3222301373@qq.com	2026-05-04T02:15:12+08:00	feat: 引入网络代理功能，优化npm配置和请求处理	original/0071-d95dc89b856d.patch	current/0071-d95dc89b856d.patch
72	a09787f293c92914bd9c7170dcdeca99ae96ce15	d95dc89b856dd480e6a74c5445d22d75a3a009f4	SMARK	3222301373@qq.com	2026-05-04T04:13:17+08:00	feat: 通过结合输入字符计数和细分来增强token估计	original/0072-a09787f293c9.patch	current/0072-a09787f293c9.patch
73	f75419bd78c55ac3984fec6d762c929391d0ba02	a09787f293c92914bd9c7170dcdeca99ae96ce15	SMARK	3222301373@qq.com	2026-05-04T05:03:38+08:00	feat: 增强网络代理功能，安装全局fetch并优化npm配置中的超时设置	original/0073-f75419bd78c5.patch	current/0073-f75419bd78c5.patch
74	4d55a2c0f4a3a71a1791b3b5356372e16e6e0c47	f75419bd78c55ac3984fec6d762c929391d0ba02	SMARK	3222301373@qq.com	2026-05-04T06:26:27+08:00	feat: 增加工具调用和工具结果的独立分类，优化上下文使用数据计算	original/0074-4d55a2c0f4a3.patch	current/0074-4d55a2c0f4a3.patch
75	4141d5e979ff532f2a6eff956a689a9a71b3d6f5	4d55a2c0f4a3a71a1791b3b5356372e16e6e0c47	SMARK	3222301373@qq.com	2026-05-04T19:58:19+08:00	feat: 延迟测试，增加API URL的默认配置，优化模型API的获取逻辑	original/0075-4141d5e979ff.patch	current/0075-4141d5e979ff.patch
76	c9d477841b7d9de4e202808138553d83c363e8dc	4141d5e979ff532f2a6eff956a689a9a71b3d6f5	SMARK	3222301373@qq.com	2026-05-04T20:52:52+08:00	feat: 优化代理路由逻辑，调整TTL常量，增强插件模块的插件导出处理	original/0076-c9d477841b7d.patch	current/0076-c9d477841b7d.patch
77	9768471cf3fc2b91537f5c4c5188be2227dcd12d	c9d477841b7d9de4e202808138553d83c363e8dc	SMARK	3222301373@qq.com	2026-05-04T22:47:55+08:00	feat: 增强claudecode配置，支持推断Anthropic思维变体并扩展提供者功能	original/0077-9768471cf3fc.patch	current/0077-9768471cf3fc.patch
78	3bab13f27c2fab5c7257d6f26d3e76d9112cc3bb	9768471cf3fc2b91537f5c4c5188be2227dcd12d	SMARK	3222301373@qq.com	2026-05-05T05:20:40+08:00	feat(notebook): 工具逻辑及schema、summary完整重构 enhance cell identification and output handling	original/0078-3bab13f27c2f.patch	current/0078-3bab13f27c2f.patch
79	8812fd3d588b2173f96bb0b636047a479e432efc	3bab13f27c2fab5c7257d6f26d3e76d9112cc3bb	SMARK	3222301373@qq.com	2026-05-05T05:56:32+08:00	feat(notebook): 优化编辑操作文档，增强字符串匹配逻辑及上下文构建	original/0079-8812fd3d588b.patch	current/0079-8812fd3d588b.patch
80	0a8361dfa4d3d4b5c7cac3f744743c711fcb8cba	8812fd3d588b2173f96bb0b636047a479e432efc	SMARK	3222301373@qq.com	2026-05-05T06:45:28+08:00	feat(notebook): 强化笔记本命令和环境解析，优化错误处理和参数验证	original/0080-0a8361dfa4d3.patch	current/0080-0a8361dfa4d3.patch
81	85442a1f1e6860e3752e75e89353368d53a360d1	0a8361dfa4d3d4b5c7cac3f744743c711fcb8cba	SMARK	3222301373@qq.com	2026-05-05T07:12:45+08:00	feat(notebook): 优化虚拟文档行范围计算，修正行号处理逻辑，增强源代码渲染效率	original/0081-85442a1f1e68.patch	current/0081-85442a1f1e68.patch
82	afccfe84a5554f48d1035a4e4617af759fb04081	85442a1f1e6860e3752e75e89353368d53a360d1	SMARK	3222301373@qq.com	2026-05-05T16:04:10+08:00	feat(vscode): 添加VS Code桥接功能，支持笔记本摘要、源代码读取、执行和编辑操作	original/0082-afccfe84a555.patch	current/0082-afccfe84a555.patch
83	2e8c148edf3056a5716585ab3b9b74df74126e4a	afccfe84a5554f48d1035a4e4617af759fb04081	SMARK	3222301373@qq.com	2026-05-05T16:37:25+08:00	feat(network-proxy): 引入NetworkProxy以支持插件和提供者的fetch请求，增强代理处理能力	original/0083-2e8c148edf30.patch	current/0083-2e8c148edf30.patch
84	7759649fd14dcb2b5e0fb268dc013e2609f9f209	2e8c148edf3056a5716585ab3b9b74df74126e4a	SMARK	3222301373@qq.com	2026-05-05T20:47:00+08:00	feat(vscode): 增强笔记本请求处理，添加文件锁机制以序列化请求，优化运行逻辑	original/0084-7759649fd14d.patch	current/0084-7759649fd14d.patch
85	66ddc4e2fe6cec2be1639d5b86ff1ff87e9aa85c	7759649fd14dcb2b5e0fb268dc013e2609f9f209	SMARK	3222301373@qq.com	2026-05-05T21:23:47+08:00	feat(token-estimate): 优化字符与token计算，考虑附件对输入字符的影响	original/0085-66ddc4e2fe6c.patch	current/0085-66ddc4e2fe6c.patch
86	3c72d78b8cb1eba5f14d13918671c96f8b59ca80	66ddc4e2fe6cec2be1639d5b86ff1ff87e9aa85c	SMARK	3222301373@qq.com	2026-05-05T21:54:06+08:00	feat(write): 添加文件覆盖时生成diff功能，支持TUI以git diff形式展示变更	original/0086-3c72d78b8cb1.patch	current/0086-3c72d78b8cb1.patch
87	930624b8faea84baafd21f2a7bd15c8a99c82b2e	3c72d78b8cb1eba5f14d13918671c96f8b59ca80	SMARK	3222301373@qq.com	2026-05-06T00:24:09+08:00	feat(vscode): 更新桥接功能，移除环境变量支持，增强注册表桥接选择逻辑	original/0087-930624b8faea.patch	current/0087-930624b8faea.patch
